bibtex_key,title,authors,institutions,year,journal,publisher,keywords,bibtex_file,pdf_file,has_pdf
qiao2024data,Data-driven fault diagnosis of internal short circuit for series-connected battery packs using partial voltage curves,"['Dongdong Qiao', 'Xuezhe Wei', 'Bo Jiang', 'Wenjun Fan', 'Hui Gong', 'Xin Lai', 'Yuejiu Zheng', 'Haifeng Dai']",[],2024,IEEE Transactions on Industrial Informatics,IEEE,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Data-driven fault diagnosis of internal short circuit for series-connected battery packs using partial voltage curves.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Data-driven fault diagnosis of internal short circuit for series-connected battery packs using partial voltage curves.pdf,True
amuthanantham2025two,TWO-STAGE DC-DC ISOLATED CONVERTER FOR EV BATTERY CHARGING WITH AI CONTROLLER,"['M Amuthanantham', 'M Bharath', 'S Basha', 'others']",[],2025,International Journal of Engineering Research and Sustainable Technologies (IJERST),,"['charging', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/TWO-STAGE DC-DC ISOLATED CONVERTER FOR EV BATTERY CHARGING WITH AI CONTROLLER.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/TWO-STAGE DC-DC ISOLATED CONVERTER FOR EV BATTERY CHARGING WITH AI CONTROLLER.pdf,True
bao2024dual,Dual-task learning for joint state-of-charge and state-of-energy estimation of lithium-ion battery in electric vehicle,"['Zhengyi Bao', 'Jiahao Nie', 'Huipin Lin', 'Zhi Li', 'Kejie Gao', 'Zhiwei He', 'Mingyu Gao']",[],2024,IEEE Transactions on Transportation Electrification,IEEE,"['electric vehicle', 'lithium-ion', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Dual-task learning for joint state-of-charge and state-of-energy estimation of lithium-ion battery in electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Dual-task learning for joint state-of-charge and state-of-energy estimation of lithium-ion battery in electric vehicle.pdf,True
tchir2023home,Home Energy Management with V2X Capability using Reinforcement Learning,"['Zachary Tchir', 'Marek Reformat', 'Petr Musilek']",[],2023,,,"['reinforcement learning', 'energy management']",/home/doyooni303/projects/technology-innovation/data/bibs/Home Energy Management with V2X Capability using Reinforcement Learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Home Energy Management with V2X Capability using Reinforcement Learning.pdf,True
olteanu2022battery,Battery digital twins,"['Mirela Olteanu', 'Dorin Petreus']",[],2022,,,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Battery_Digital_Twins.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery_Digital_Twins.pdf,True
liu2023research,Research on fault identification method of series arc in electric vehicle charging system based on machine learning,"['Sihua Liu', 'Jian Zhang', 'Xiangkui Li', 'Yong Wang', 'Yuchu Zhao', 'Yishuo Zhao']",[],2023,,,"['charging', 'machine learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Research on fault identification method of series arc in electric vehicle charging system based on machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Research on fault identification method of series arc in electric vehicle charging system based on machine learning.pdf,True
yan2022cooperative,A cooperative charging control strategy for electric vehicles based on multiagent deep reinforcement learning,"['Linfang Yan', 'Xia Chen', 'Yin Chen', 'Jinyu Wen']",[],2022,IEEE Transactions on Industrial Informatics,IEEE,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/A cooperative charging control strategy for electric vehicles based on multiagent deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A cooperative charging control strategy for electric vehicles based on multiagent deep reinforcement learning.pdf,True
said2022new,A new false data injection detection protocol based machine learning for P2P energy transaction between CEVs,"['Dhaou Said', 'Mayssa Elloumi']",[],2022,,,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/A new false data injection detection protocol based machine learning for P2P energy transaction between CEVs.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A new false data injection detection protocol based machine learning for P2P energy transaction between CEVs.pdf,True
shib2024machine,Machine Learning-Driven Demand Prediction for Off-Grid PV-Integrated EV Charging Stations,"['Sowrov Shib', 'Durjoy Dipto', 'Md Rahman', 'Md Rahman', 'Riadul Islam', 'Abu Shufian']",[],2024,,,"['charging', 'machine learning']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning-Driven Demand Prediction for Off-Grid PV-Integrated EV Charging Stations.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning-Driven Demand Prediction for Off-Grid PV-Integrated EV Charging Stations.pdf,True
finegan2022machine,Machine-learning-driven advanced characterization of battery electrodes,"['Donal Finegan', 'Isaac Squires', 'Amir Dahari', 'Steve Kench', 'Katherine Jungjohann', 'Samuel Cooper']",[],2022,ACS Energy Letters,ACS Publications,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Machine-learning-driven advanced characterization of battery electrodes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine-learning-driven advanced characterization of battery electrodes.pdf,True
liu2022pricing,Pricing and charging scheduling for cooperative electric vehicle charging stations via deep reinforcement learning,"['Jie Liu', 'Shuoyao Wang', 'Xiaoying Tang']",[],2022,,,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Pricing and charging scheduling for cooperative electric vehicle charging stations via deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Pricing and charging scheduling for cooperative electric vehicle charging stations via deep reinforcement learning.pdf,True
jorge2020new,New ANN results on a major benchmark for the prediction of RUL of Lithium Ion batteries in electric vehicles,"['In{\\`e}s Jorge', 'Ahmed Samet', 'Tedjani Mesbahi', 'Romuald Bone']",[],2020,,,['electric vehicle'],/home/doyooni303/projects/technology-innovation/data/bibs/New ANN results on a major benchmark for the prediction of RUL of Lithium Ion batteries in electric vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/New ANN results on a major benchmark for the prediction of RUL of Lithium Ion batteries in electric vehicles.pdf,True
duquesnoy2021machine,Machine learning-based assessment of the impact of the manufacturing process on battery electrode heterogeneity,"['Marc Duquesnoy', 'Iker Boyano', 'Larraitz Ganborena', 'Pablo Cereijo', 'Elixabete Ayerbe', 'Alejandro Franco']",[],2021,Energy and AI,Elsevier,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning-based assessment of the impact of the manufacturing process on battery electrode heterogeneity.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning-based assessment of the impact of the manufacturing process on battery electrode heterogeneity.pdf,True
zou2022intelligent,Intelligent EV charging for urban prosumer communities: An auction and multi-agent deep reinforcement learning approach,"['Luyao Zou', 'Md Munir', 'Yan Tun', 'Seokwon Kang', 'Choong Hong']",[],2022,IEEE Transactions on Network and Service Management,IEEE,"['reinforcement learning', 'charging']",/home/doyooni303/projects/technology-innovation/data/bibs/Intelligent EV charging for urban prosumer communities An auction and multi-agent deep reinforcement learning approach.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Intelligent EV charging for urban prosumer communities An auction and multi-agent deep reinforcement learning approach.pdf,True
aykol2021perspective,Perspective—combining physics and machine learning to predict battery lifetime,"['Muratahan Aykol', 'Chirranjeevi Gopal', 'Abraham Anapolsky', 'Patrick Herring', 'Bruis Vlijmen', 'Marc Berliner', 'Martin Bazant', 'Richard Braatz', 'William Chueh', 'Brian Storey']",[],2021,Journal of The Electrochemical Society,IOP Publishing,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Perspective—combining physics and machine learning to predict battery lifetime.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Perspective—combining physics and machine learning to predict battery lifetime.pdf,True
mroczek2020v2g,The V2G process with the predictive model,"['Bart{\\l}omiej Mroczek', ""Amanda Ko{\\l}ody{\\'n}ska""]",[],2020,IEEE Access,IEEE,[],/home/doyooni303/projects/technology-innovation/data/bibs/The V2G process with the predictive model.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/The V2G process with the predictive model.pdf,True
haghi2023machine,Machine learning in lithium-ion battery cell production: a comprehensive mapping study,"['Sajedeh Haghi', 'Marc Hidalgo', 'Mona Niri', 'R{\\""u}diger Daub', 'James Marco']",[],2023,Batteries \& Supercaps,Wiley Online Library,"['lithium-ion', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning in lithium‐ion battery cell production a comprehensive mapping study.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning in lithium‐ion battery cell production a comprehensive mapping study.pdf,True
allam2018application,Application of DFT-based machine learning for developing molecular electrode materials in Li-ion batteries,"['Omar Allam', 'Byung Cho', 'Ki Kim', 'Seung Jang']",[],2018,RSC advances,Royal Society of Chemistry,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Application of DFT-based machine learning for developing molecular electrode materials in Li-ion batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Application of DFT-based machine learning for developing molecular electrode materials in Li-ion batteries.pdf,True
yan2021deep,Deep reinforcement learning for continuous electric vehicles charging control with dynamic user behaviors,"['Linfang Yan', 'Xia Chen', 'Jianyu Zhou', 'Yin Chen', 'Jinyu Wen']",[],2021,IEEE Transactions on Smart Grid,IEEE,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning for continuous electric vehicles charging control with dynamic user behaviors.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning for continuous electric vehicles charging control with dynamic user behaviors.pdf,True
aljohani2021real,Real-Time metadata-driven routing optimization for electric vehicle energy consumption minimization using deep reinforcement learning and Markov chain model,"['Tawfiq Aljohani', 'Ahmed Ebrahim', 'Osama Mohammed']",[],2021,Electric Power Systems Research,Elsevier,"['optimization', 'reinforcement learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Real-Time metadata-driven routing optimization for electric vehicle energy consumption minimization using deep reinforcement learning and Markov chain model.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Real-Time metadata-driven routing optimization for electric vehicle energy consumption minimization using deep reinforcement learning and Markov chain model.pdf,True
turetskyy2021battery,Battery production design using multi-output machine learning models,"['Artem Turetskyy', 'Jacob Wessel', 'Christoph Herrmann', 'Sebastian Thiede']",[],2021,Energy Storage Materials,Elsevier,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Battery production design using multi-output machine learning models.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery production design using multi-output machine learning models.pdf,True
yamanaka2020framework,A framework for optimal safety li-ion batteries design using physics-based models and machine learning approaches,"['Takumi Yamanaka', 'Yoichi Takagishi', 'Tatsuya Yamaue']",[],2020,Journal of The Electrochemical Society,IOP Publishing,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/A framework for optimal safety li-ion batteries design using physics-based models and machine learning approaches.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A framework for optimal safety li-ion batteries design using physics-based models and machine learning approaches.pdf,True
zhang2022federated,Federated reinforcement learning for real-time electric vehicle charging and discharging control,"['Zixuan Zhang', 'Yuning Jiang', 'Yuanming Shi', 'Ye Shi', 'Wei Chen']",[],2022,,,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Federated reinforcement learning for real-time electric vehicle charging and discharging control.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Federated reinforcement learning for real-time electric vehicle charging and discharging control.pdf,True
ma2022blockchain,A blockchain-enabled demand management and control framework driven by deep reinforcement learning,"['Rui Ma', 'Zhehan Yi', 'Yingmeng Xiang', 'Di Shi', 'Chunlei Xu', 'Haiwei Wu']",[],2022,IEEE Transactions on Industrial Electronics,IEEE,"['reinforcement learning', 'blockchain']",/home/doyooni303/projects/technology-innovation/data/bibs/A blockchain-enabled demand management and control framework driven by deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A blockchain-enabled demand management and control framework driven by deep reinforcement learning.pdf,True
luo2025machine,Machine Learning-Assisted High-Donor-Number Electrolyte Additive Screening toward Construction of Dendrite-Free Aqueous Zinc-Ion Batteries,"['Haoran Luo', 'Qianzhi Gou', 'Yujie Zheng', 'Kaixin Wang', 'Ruduan Yuan', 'Sida Zhang', 'Wei Fang', 'Ziga Luogu', 'Yuzhi Hu', 'Huaping Mei', 'others']",[],2025,ACS nano,ACS Publications,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning-Assisted High-Donor-Number Electrolyte Additive Screening toward Construction of Dendrite-Free Aqueous Zinc-Ion Batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning-Assisted High-Donor-Number Electrolyte Additive Screening toward Construction of Dendrite-Free Aqueous Zinc-Ion Batteries.pdf,True
singh2023intrusion,Intrusion detection system for smart vehicles using machine learning algorithms,"['Neetu Singh', 'Ritu Agarwal']",[],2023,,,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Intrusion detection system for smart vehicles using machine learning algorithms.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Intrusion detection system for smart vehicles using machine learning algorithms.pdf,True
dineva2021advanced,Advanced machine learning approaches for state-of-charge prediction of Li-ion batteries under multisine excitation,['Adrienn Dineva'],[],2021,,,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Advanced machine learning approaches for state-of-charge prediction of Li-ion batteries under multisine excitation.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Advanced machine learning approaches for state-of-charge prediction of Li-ion batteries under multisine excitation.pdf,True
qian2019deep,Deep reinforcement learning for EV charging navigation by coordinating smart grid and intelligent transportation system,"['Tao Qian', 'Chengcheng Shao', 'Xiuli Wang', 'Mohammad Shahidehpour']",[],2019,IEEE transactions on smart grid,IEEE,"['reinforcement learning', 'charging']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning for EV charging navigation by coordinating smart grid and intelligent transportation system.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning for EV charging navigation by coordinating smart grid and intelligent transportation system.pdf,True
di2024battery,A battery digital twin from laboratory data using wavelet analysis and neural networks,"['Roberta Di Fonso', 'Remus Teodorescu', 'Carlo Cecati', 'Pallavi Bharadwaj']",[],2024,IEEE Transactions on Industrial Informatics,IEEE,"['neural network', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/A battery digital twin from laboratory data using wavelet analysis and neural networks.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A battery digital twin from laboratory data using wavelet analysis and neural networks.pdf,True
jeyashree2024artificial,Artificial Intelligence-Enhanced PFC Control for Electric Vehicle Charger Using Boost Converter,"['A Jeyashree', 'B Nandhan', 'S Madheshwaran', 'R Girinith', 'SR Abhinesh']",[],2024,,,"['artificial intelligence', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Artificial Intelligence-Enhanced PFC Control for Electric Vehicle Charger Using Boost Converter.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial Intelligence-Enhanced PFC Control for Electric Vehicle Charger Using Boost Converter.pdf,True
peng2025optimization,Optimization of Regenerative Braking Control Strategy for Dual-Motor Electric Vehicles Based on Deep Reinforcement Learning,"['Ziran Peng', 'Zhenyu He']",[],2025,IEEE Transactions on Intelligent Transportation Systems,IEEE,"['optimization', 'reinforcement learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Optimization of Regenerative Braking Control Strategy for Dual-Motor Electric Vehicles Based on Deep Reinforcement Learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Optimization of Regenerative Braking Control Strategy for Dual-Motor Electric Vehicles Based on Deep Reinforcement Learning.pdf,True
bacak2024investigation,Investigation of maximum temperatures in lithium-ion batteries by CFD and machine learning,['Aykut Bacak'],[],2024,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering","SAGE Publications Sage UK: London, England","['lithium-ion', 'machine learning']",/home/doyooni303/projects/technology-innovation/data/bibs/Investigation of maximum temperatures in lithium-ion batteries by CFD and machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Investigation of maximum temperatures in lithium-ion batteries by CFD and machine learning.pdf,True
pal2024artificial,Artificial Intelligence-Enabled Intelligent Monitoring for Anomaly Detection in Inductor Current of PSFB Converter for Fast EV Charging Application,"['Subhabrata Pal', 'Rishiraj Sarker', 'Avik Bhattacharya']",[],2024,,,"['artificial intelligence', 'charging']",/home/doyooni303/projects/technology-innovation/data/bibs/Artificial Intelligence-Enabled Intelligent Monitoring for Anomaly Detection in Inductor Current of PSFB Converter for Fast EV Charging Application.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial Intelligence-Enabled Intelligent Monitoring for Anomaly Detection in Inductor Current of PSFB Converter for Fast EV Charging Application.pdf,True
chen2025intelligent,Intelligent Prediction of Electrode Characteristics Based on Neural Networks in the Lithium-ion Battery Production Chain,"['Tianxin Chen', 'Xin Lai', 'Fei Chen', 'Zhouyang Xu', 'Xuebing Han', 'Languang Lu', 'Yuejiu Zheng', 'Minggao Ouyang']",[],2025,Green Energy and Intelligent Transportation,Elsevier,"['lithium-ion', 'neural network', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Intelligent Prediction of Electrode Characteristics Based on Neural Networks in the Lithium-ion Battery Production Chain.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Intelligent Prediction of Electrode Characteristics Based on Neural Networks in the Lithium-ion Battery Production Chain.pdf,True
badmos2020image,Image-based defect detection in lithium-ion battery electrode using convolutional neural networks,"['Olatomiwa Badmos', 'Andreas Kopp', 'Timo Bernthaler', 'Gerhard Schneider']",[],2020,Journal of Intelligent Manufacturing,Springer,"['lithium-ion', 'neural network', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Image-based defect detection in lithium-ion battery electrode using convolutional neural networks.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Image-based defect detection in lithium-ion battery electrode using convolutional neural networks.pdf,True
vinod2025enhancing,Enhancing Battery Durability: Early Life Cycle Prediction Through Machine Learning,"['Dasari Vinod', 'N Kapileswar', 'Judy Simon', 'Phani Polasi', 'others']",[],2025,,,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Enhancing Battery Durability Early Life Cycle Prediction Through Machine Learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Enhancing Battery Durability Early Life Cycle Prediction Through Machine Learning.pdf,True
xue2022estimating,Estimating state of health of lithium-ion batteries based on generalized regression neural network and quantum genetic algorithm,"['Anrong Xue', 'Wanlin Yang', 'Xueming Yuan', 'Binpeng Yu', 'Chaofeng Pan']",[],2022,Applied Soft Computing,Elsevier,"['lithium-ion', 'neural network']",/home/doyooni303/projects/technology-innovation/data/bibs/Estimating state of health of lithium-ion batteries based on generalized regression neural network and quantum genetic algorithm.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Estimating state of health of lithium-ion batteries based on generalized regression neural network and quantum genetic algorithm.pdf,True
yang2021research,Research on intelligent diagnosis method of electric vehicle charging fault based on artificial intelligence expert system,"['Lutong Yang', 'Hui Gao', 'Haowei Duan']",[],2021,,,"['artificial intelligence', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Research on intelligent diagnosis method of electric vehicle charging fault based on artificial intelligence expert system.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Research on intelligent diagnosis method of electric vehicle charging fault based on artificial intelligence expert system.pdf,True
adnane2021driving,Driving mode predictor-based real-time energy management for dual-source electric vehicle,"['Marouane Adnane', 'Bảo-Huy Nguyễn', 'Ahmed Khoumsi', 'Jo{\\~a}o Trov{\\~a}o']",[],2021,IEEE Transactions on Transportation Electrification,IEEE,"['energy management', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Driving mode predictor-based real-time energy management for dual-source electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Driving mode predictor-based real-time energy management for dual-source electric vehicle.pdf,True
kim2022machine,A machine learning method for ev range prediction with updates on route information and traffic conditions,"['Dohee Kim', 'Hong Shim', 'Jeong Eo']",[],2022,,,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/A machine learning method for ev range prediction with updates on route information and traffic conditions.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A machine learning method for ev range prediction with updates on route information and traffic conditions.pdf,True
hu2024performance,Performance analysis of AI-based energy management in electric vehicles: A case study on classic reinforcement learning,"['Jincheng Hu', 'Yang Lin', 'Jihao Li', 'Zhuoran Hou', 'Liang Chu', 'Dezong Zhao', 'Quan Zhou', 'Jingjing Jiang', 'Yuanjian Zhang']",[],2024,Energy Conversion and Management,Elsevier,"['reinforcement learning', 'energy management', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Performance analysis of AI-based energy management in electric vehicles A case study on classic reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Performance analysis of AI-based energy management in electric vehicles A case study on classic reinforcement learning.pdf,True
klarak2025defect,Defect detection in battery electrode production using supervised and unsupervised learning with laser speckle photometry data,"[""Jarom{\\'\\i}r Klar{\\'a}k"", 'Lili Chen', 'Ulana Cikalova', ""Peter Mal{\\'\\i}k"", 'Robert Andok', 'Beatrice Bendjus']",[],2025,Advances in Science and Technology. Research Journal,,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Defect detection in battery electrode production using supervised and unsupervised learning with laser speckle photometry data.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Defect detection in battery electrode production using supervised and unsupervised learning with laser speckle photometry data.pdf,True
li2022battery,Battery protective electric vehicle charging management in renewable energy system,"['Shuangqi Li', 'Pengfei Zhao', 'Chenghong Gu', 'Jianwei Li', 'Shuang Cheng', 'Minghao Xu']",[],2022,IEEE Transactions on Industrial Informatics,IEEE,"['electric vehicle', 'charging', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Battery protective electric vehicle charging management in renewable energy system.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery protective electric vehicle charging management in renewable energy system.pdf,True
tao2024artificial,Artificial Intelligence Method for V2G oriented Power Distribution Network Control Strategy and Capacity Analysis,"['Li Tao', 'Wang Bo', 'Su Yongbin', 'Li Cheng']",[],2024,,,['artificial intelligence'],/home/doyooni303/projects/technology-innovation/data/bibs/Artificial Intelligence Method for V2G oriented Power Distribution Network Control Strategy and Capacity Analysis.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial Intelligence Method for V2G oriented Power Distribution Network Control Strategy and Capacity Analysis.pdf,True
dabbaghjamanesh2020stochastic,Stochastic modeling and integration of plug-in hybrid electric vehicles in reconfigurable microgrids with deep learning-based forecasting,"['Morteza Dabbaghjamanesh', 'Abdollah Kavousi-Fard', 'Jie Zhang']",[],2020,IEEE Transactions on Intelligent Transportation Systems,IEEE,"['deep learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Stochastic modeling and integration of plug-in hybrid electric vehicles in reconfigurable microgrids with deep learning-based forecasting.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Stochastic modeling and integration of plug-in hybrid electric vehicles in reconfigurable microgrids with deep learning-based forecasting.pdf,True
chen2024contribution,A Contribution-Aware Federated Framework for Electric Vehicle Batteries Health Estimation,"['Bingyang Chen', 'Lulu Fan', 'Xingjie Zeng', 'Mu Gu', 'Jiehan Zhou']",[],2024,IEEE Internet of Things Journal,IEEE,['electric vehicle'],/home/doyooni303/projects/technology-innovation/data/bibs/A Contribution-Aware Federated Framework for Electric Vehicle Batteries Health Estimation.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A Contribution-Aware Federated Framework for Electric Vehicle Batteries Health Estimation.pdf,True
li2022learning,Learning to operate distribution networks with safe deep reinforcement learning,"['Hepeng Li', 'Haibo He']",[],2022,IEEE Transactions on Smart Grid,IEEE,['reinforcement learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Learning to operate distribution networks with safe deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Learning to operate distribution networks with safe deep reinforcement learning.pdf,True
qureshi2024dynamic,Dynamic Routing and Scheduling of Mobile Charging Stations for Electric Vehicles Using Deep Reinforcement Learning,"['Ubaid Qureshi', 'Arnob Ghosh', 'BK Panigrahi']",[],2024,,,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Dynamic Routing and Scheduling of Mobile Charging Stations for Electric Vehicles Using Deep Reinforcement Learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Dynamic Routing and Scheduling of Mobile Charging Stations for Electric Vehicles Using Deep Reinforcement Learning.pdf,True
liu2019heuristic,A heuristic planning reinforcement learning-based energy management for power-split plug-in hybrid electric vehicles,"['Teng Liu', 'Xiaosong Hu', 'Weihao Hu', 'Yuan Zou']",[],2019,IEEE Transactions on Industrial Informatics,IEEE,"['reinforcement learning', 'energy management', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/A heuristic planning reinforcement learning-based energy management for power-split plug-in hybrid electric vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A heuristic planning reinforcement learning-based energy management for power-split plug-in hybrid electric vehicles.pdf,True
liow2022machine,Machine learning assisted synthesis of lithium-ion batteries cathode materials,"['Chi Liow', 'Hyeonmuk Kang', 'Seunggu Kim', 'Moony Na', 'Yongju Lee', 'Arthur Baucour', 'Kihoon Bang', 'Yoonsu Shim', 'Jacob Choe', 'Gyuseong Hwang', 'others']",[],2022,Nano Energy,Elsevier,"['lithium-ion', 'machine learning']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning assisted synthesis of lithium-ion batteries cathode materials.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning assisted synthesis of lithium-ion batteries cathode materials.pdf,True
sandeep2024neural,Neural Network-Trained Energy Management of PV Powered EV Charging with Battery Storage and Grid Integration,"['SD Sandeep', 'Satyajit Mohanty']",[],2024,,,"['charging', 'energy management', 'neural network', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Neural Network-Trained Energy Management of PV Powered EV Charging with Battery Storage and Grid Integration.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Neural Network-Trained Energy Management of PV Powered EV Charging with Battery Storage and Grid Integration.pdf,True
chang2020control,Control of battery charging based on reinforcement learning and long short-term memory networks,"['Fangyuan Chang', 'Tao Chen', 'Wencong Su', 'Qais Alsafasfeh']",[],2020,Computers \& Electrical Engineering,Elsevier,"['reinforcement learning', 'charging', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Control of battery charging based on reinforcement learning and long short-term memory networks.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Control of battery charging based on reinforcement learning and long short-term memory networks.pdf,True
galek2023toward,Toward better porous carbon-based electrodes by investigation of the viscoelastic properties of carbon suspension,"['Przemys{\\l}aw Galek', ""Jacek R{\\'o}{\\.z}a{\\'n}ski"", 'Krzysztof Fic']",[],2023,Chemical Engineering Journal,Elsevier,[],/home/doyooni303/projects/technology-innovation/data/bibs/Toward better porous carbon-based electrodes by investigation of the viscoelastic properties of carbon suspension.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Toward better porous carbon-based electrodes by investigation of the viscoelastic properties of carbon suspension.pdf,True
nabi2023parametric,Parametric analysis and prediction of energy consumption of electric vehicles using machine learning,"['Md Nabi', 'Biplob Ray', 'Fazlur Rashid', 'Wisam Al Hussam', 'SM Muyeen']",[],2023,Journal of Energy Storage,Elsevier,"['machine learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Parametric analysis and prediction of energy consumption of electric vehicles using machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Parametric analysis and prediction of energy consumption of electric vehicles using machine learning.pdf,True
