bibtex_key,title,authors,institutions,year,journal,publisher,keywords,bibtex_file,pdf_file,has_pdf,bibtex_keywords,pdf_keywords,abstract,keyword_sources,total_keyword_count,bibtex_keyword_count,pdf_keyword_count,has_abstract
said2022new,A new false data injection detection protocol based machine learning for P2P energy transaction between CEVs,Dhaou Said; Mayssa Elloumi,,2022,,,attack; capabilities; cevs; cnn; data; detection; electric car; electric vehicle; energy; energy management; false; fdia; fig; iot; machine learning; model; network; neural network; one; optimization; rnn; smart; smart grid; soc; svm; transaction,/home/doyooni303/projects/technology-innovation/data/bibs/A new false data injection detection protocol based machine learning for P2P energy transaction between CEVs.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A new false data injection detection protocol based machine learning for P2P energy transaction between CEVs.pdf,True,machine learning,soc; neural network; electric car; energy management; smart grid; iot; electric vehicle; cnn; machine learning; rnn; optimization; data; fdia; cevs; energy; fig; detection; network; false; attack; one; transaction; capabilities; svm; model; smart,,bibtex; pdf,26,1,26,False
shib2024machine,Machine Learning-Driven Demand Prediction for Off-Grid PV-Integrated EV Charging Stations,Sowrov Shib; Durjoy Dipto; Md Rahman; Md Rahman; Riadul Islam; Abu Shufian,,2024,,,charging; charging station; charging stations; demand; electric vehicle; energy; energy management; energy storage; fast charging; grid; grid charging; iot; learning; load; machine; machine learning; optimization; power; renewable; renewable energy; soc; solar; station; stations; v2g; vehicle-to-grid,/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning-Driven Demand Prediction for Off-Grid PV-Integrated EV Charging Stations.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning-Driven Demand Prediction for Off-Grid PV-Integrated EV Charging Stations.pdf,True,charging; machine learning,soc; fast charging; energy management; iot; renewable energy; electric vehicle; charging station; energy storage; v2g; machine learning; vehicle-to-grid; optimization; charging; energy; grid; demand; stations; power; renewable; solar; grid charging; load; machine; learning; charging stations; station,,bibtex; pdf,26,2,26,False
finegan2022machine,Machine-learning-driven advanced characterization of battery electrodes,Donal Finegan; Isaac Squires; Amir Dahari; Steve Kench; Katherine Jungjohann; Samuel Cooper,,2022,ACS Energy Letters,ACS Publications,anode; artificial intelligence; battery; cathode; characterization; characterization fundamental; chemical; crystallographic; data; electrode; electrodes; electrolyte; fundamental; ion; length; li-ion battery; limitations; materials; materials characterization; multi; nmc; optimization; performance; properties; scale; scales; separator; soc; surface; techniques,/home/doyooni303/projects/technology-innovation/data/bibs/Machine-learning-driven advanced characterization of battery electrodes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine-learning-driven advanced characterization of battery electrodes.pdf,True,battery,soc; artificial intelligence; cathode; nmc; li-ion battery; electrolyte; optimization; anode; separator; electrode; materials; characterization; fundamental; materials characterization; characterization fundamental; techniques; properties; multi; length; electrodes; data; chemical; performance; scale; ion; crystallographic; scales; surface; limitations,Materials characterization is fundamental to our under-,bibtex; pdf,30,1,29,True
liu2022pricing,Pricing and charging scheduling for cooperative electric vehicle charging stations via deep reinforcement learning,Jie Liu; Shuoyao Wang; Xiaoying Tang,,2022,,,artificial intelligence; charging; charging station; cid; cid cid; cooperative; css; demand; denoted; electric vehicle; energy management; evs; optimization; pricing; probability; profit; reinforcement learning; scheduling; shenzhen; smart grid; soc; thus; time,/home/doyooni303/projects/technology-innovation/data/bibs/Pricing and charging scheduling for cooperative electric vehicle charging stations via deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Pricing and charging scheduling for cooperative electric vehicle charging stations via deep reinforcement learning.pdf,True,charging; electric vehicle; reinforcement learning,soc; artificial intelligence; energy management; smart grid; electric vehicle; charging station; reinforcement learning; optimization; charging; css; cid; time; evs; pricing; cooperative; scheduling; demand; denoted; probability; cid cid; shenzhen; profit; thus,,bibtex; pdf,23,3,23,False
jorge2020new,New ANN results on a major benchmark for the prediction of RUL of Lithium Ion batteries in electric vehicles,In{\`e}s Jorge; Ahmed Samet; Tedjani Mesbahi; Romuald Bone,,2020,,,batteries; battery; cells; cnn; convolutional neural network; cycle; data; dataset; discharge; electric vehicle; energy management; fast charging; features; ion; li-ion battery; life; lstm; machine learning; model; neural network; order; rnn; rul; soc; soh; state of charge; state of health; supervised learning; time,/home/doyooni303/projects/technology-innovation/data/bibs/New ANN results on a major benchmark for the prediction of RUL of Lithium Ion batteries in electric vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/New ANN results on a major benchmark for the prediction of RUL of Lithium Ion batteries in electric vehicles.pdf,True,electric vehicle,soc; neural network; fast charging; energy management; electric vehicle; lstm; li-ion battery; supervised learning; cnn; machine learning; rnn; convolutional neural network; soh; state of health; state of charge; data; battery; batteries; dataset; model; rul; life; cycle; ion; cells; features; order; discharge; time,,bibtex; pdf,29,1,29,False
duquesnoy2021machine,Machine learning-based assessment of the impact of the manufacturing process on battery electrode heterogeneity,Marc Duquesnoy; Iker Boyano; Larraitz Ganborena; Pablo Cereijo; Elixabete Ayerbe; Alejandro Franco,,2021,Energy and AI,Elsevier,battery; battery manufacturing; battery production; calendering; cathode; coating; coating process; data; different; electric vehicle; electrode; electrode manufacturing; electrode manufacturing process strongly impacts lithium-ion battery characteristics. the electrode slurry; electrodes; electrolyte; ensemble learning; heterogeneity; lifepo4; lithium-ion battery; machine learning; manufacturing; manufacturing parameters; material; neural network; nmc; optimization; parameters; process; properties; slurry; soc; thickness,/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning-based assessment of the impact of the manufacturing process on battery electrode heterogeneity.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning-based assessment of the impact of the manufacturing process on battery electrode heterogeneity.pdf,True,battery; machine learning,electrode manufacturing process strongly impacts lithium-ion battery characteristics. the electrode slurry; soc; battery production; neural network; lithium-ion battery; coating process; electric vehicle; cathode; nmc; electrolyte; machine learning; electrode manufacturing; battery manufacturing; lifepo4; ensemble learning; calendering; optimization; electrode; manufacturing; heterogeneity; electrodes; parameters; data; slurry; coating; different; manufacturing parameters; process; properties; battery; thickness; material,,bibtex; pdf,32,2,32,False
zou2022intelligent,Intelligent EV charging for urban prosumer communities: An auction and multi-agent deep reinforcement learning approach,Luyao Zou; Md Munir; Yan Tun; Seokwon Kang; Choong Hong,,2022,IEEE Transactions on Network and Service Management,IEEE,achieved; artificial intelligence; auction; bda; charging; communities; community; demand; double; electric vehicle; energy; evs; losers; lstm; optimization; problem; proposed; rate; reinforcement learning; renewable energy; section; soc,/home/doyooni303/projects/technology-innovation/data/bibs/Intelligent EV charging for urban prosumer communities An auction and multi-agent deep reinforcement learning approach.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Intelligent EV charging for urban prosumer communities An auction and multi-agent deep reinforcement learning approach.pdf,True,charging; reinforcement learning,soc; artificial intelligence; renewable energy; electric vehicle; lstm; reinforcement learning; optimization; charging; energy; auction; evs; problem; proposed; bda; double; communities; rate; demand; losers; community; achieved; section,,bibtex; pdf,22,2,22,False
aykol2021perspective,Perspective—combining physics and machine learning to predict battery lifetime,Muratahan Aykol; Chirranjeevi Gopal; Abraham Anapolsky; Patrick Herring; Bruis Vlijmen; Marc Berliner; Martin Bazant; Richard Braatz; William Chueh; Brian Storey,,2021,Journal of The Electrochemical Society,IOP Publishing,also; anode; battery; battery degradation; bms; data; degradation; electric vehicle; electrode; electrolyte; forecasting; future; health; learning; lithium-ion battery; machine; machine learning; model; models; neural network; optimization; parameters; physical; physics; separator; soc; state of health; time; transfer learning,/home/doyooni303/projects/technology-innovation/data/bibs/Perspective—combining physics and machine learning to predict battery lifetime.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Perspective—combining physics and machine learning to predict battery lifetime.pdf,True,battery; machine learning,bms; soc; neural network; lithium-ion battery; battery degradation; electric vehicle; electrolyte; transfer learning; machine learning; state of health; optimization; anode; separator; electrode; models; battery; model; health; data; physics; parameters; degradation; learning; physical; machine; also; future; forecasting; time,,bibtex; pdf,29,2,29,False
mroczek2020v2g,The V2G process with the predictive model,Bart{\l}omiej Mroczek; Amanda Ko{\l}ody{\'n}ska,,2020,IEEE Access,IEEE,available; cid; demand; electric; electric car; electric vehicle; electricity; energy; energy storage; evs; grid; machine learning; model; mpc; optimization; optimize; power; predictive; process; proposes; renewable energy; service; soc; thenoveltyofthemechanismasakindofmodelpredictivecontrol; use; v2g; value; vehicle; vehicle-to-grid; vehicletogrid,/home/doyooni303/projects/technology-innovation/data/bibs/The V2G process with the predictive model.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/The V2G process with the predictive model.pdf,True,,soc; electric car; renewable energy; electric vehicle; energy storage; v2g; machine learning; vehicle-to-grid; optimization; proposes; predictive; model; optimize; use; electricity; vehicletogrid; service; thenoveltyofthemechanismasakindofmodelpredictivecontrol; mpc; energy; evs; power; vehicle; value; demand; cid; process; electric; available; grid,The paper proposes using a predictive model to optimize the use of electricity in the V2G (vehicletogrid)service.Thenoveltyofthemechanismasakindofmodelpredictivecontrol(MPC)isthat,pdf,30,0,30,True
haghi2023machine,Machine learning in lithium-ion battery cell production: a comprehensive mapping study,"Sajedeh Haghi; Marc Hidalgo; Mona Niri; R{\""u}diger Daub; James Marco",,2023,Batteries \& Supercaps,Wiley Online Library,artificial intelligence; batteries; battery; battery cell; battery manufacturing; battery production; calendering; cell; cell assembly; data; electric vehicle; electrode; employed during the search included but presentedinthefollowingsection.; evaluation; learning; lithium-ion; lithium-ion battery; machine learning; material; optimization; process; processes; production; review; supervised learning; sustainability; terms; timeline 2018–october2022; unsupervised learning; variables; wiley,/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning in lithium‐ion battery cell production a comprehensive mapping study.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning in lithium‐ion battery cell production a comprehensive mapping study.pdf,True,lithium-ion; battery; machine learning,employed during the search included but presentedinthefollowingsection.; timeline 2018–october2022; sustainability; battery production; artificial intelligence; lithium-ion battery; electric vehicle; unsupervised learning; supervised learning; machine learning; cell assembly; battery manufacturing; calendering; optimization; electrode; battery; production; cell; batteries; learning; data; variables; wiley; review; processes; material; terms; process; evaluation; battery cell,,bibtex; pdf,31,3,30,False
allam2018application,Application of DFT-based machine learning for developing molecular electrode materials in Li-ion batteries,Omar Allam; Byung Cho; Ki Kim; Seung Jang,,2018,RSC advances,Royal Society of Chemistry,atoms; cathode; cid; dft; elcitra; electrode; electrode materials; energy; free; high; homo; machine learning; materials; molecular; neural network; optimization; potential; properties; redox; soc,/home/doyooni303/projects/technology-innovation/data/bibs/Application of DFT-based machine learning for developing molecular electrode materials in Li-ion batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Application of DFT-based machine learning for developing molecular electrode materials in Li-ion batteries.pdf,True,machine learning,soc; neural network; cathode; machine learning; optimization; electrode; materials; redox; energy; cid; high; molecular; atoms; dft; homo; properties; potential; free; elcitra; electrode materials,,bibtex; pdf,20,1,20,False
yan2021deep,Deep reinforcement learning for continuous electric vehicles charging control with dynamic user behaviors,Linfang Yan; Xia Chen; Jianyu Zhou; Yin Chen; Jinyu Wen,,2021,IEEE Transactions on Smart Grid,IEEE,anxiety; artificial intelligence; battery; battery capacity; behaviors; charging; charging station; cid; control; driver; drl; dynamic; electric vehicle; energy; energy management; experience; lstm; model; neural network; optimization; problem; reinforcement learning; renewable energy; soc; state of charge; supervised learning; time; v2g; vehicle-to-grid,/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning for continuous electric vehicles charging control with dynamic user behaviors.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning for continuous electric vehicles charging control with dynamic user behaviors.pdf,True,charging; electric vehicle; reinforcement learning,soc; battery capacity; neural network; artificial intelligence; energy management; renewable energy; electric vehicle; charging station; lstm; supervised learning; v2g; reinforcement learning; vehicle-to-grid; state of charge; optimization; charging; driver; control; model; anxiety; dynamic; time; behaviors; drl; problem; battery; energy; cid; experience,,bibtex; pdf,29,3,29,False
aljohani2021real,Real-Time metadata-driven routing optimization for electric vehicle energy consumption minimization using deep reinforcement learning and Markov chain model,Tawfiq Aljohani; Ahmed Ebrahim; Osama Mohammed,,2021,Electric Power Systems Research,Elsevier,a real-time; action; agent; algorithm; artificial intelligence; battery capacity; charging station; cnn; consumption; convolutional neural network; data-driven electric vehicle (evs) routing optimization to achieve energy consumption minimization; ddqn; driving; electric vehicle; energy; energy management; learning; network; neural network; optimization; policy; reinforcement learning; reward; smart grid; soc; state; state of charge; states; value; values,/home/doyooni303/projects/technology-innovation/data/bibs/Real-Time metadata-driven routing optimization for electric vehicle energy consumption minimization using deep reinforcement learning and Markov chain model.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Real-Time metadata-driven routing optimization for electric vehicle energy consumption minimization using deep reinforcement learning and Markov chain model.pdf,True,optimization; electric vehicle; reinforcement learning,a real-time; data-driven electric vehicle (evs) routing optimization to achieve energy consumption minimization; soc; battery capacity; neural network; artificial intelligence; energy management; smart grid; electric vehicle; charging station; reinforcement learning; cnn; convolutional neural network; state of charge; optimization; agent; learning; action; state; energy; value; network; reward; values; algorithm; ddqn; states; consumption; policy; driving,,bibtex; pdf,30,3,30,False
turetskyy2021battery,Battery production design using multi-output machine learning models,Artem Turetskyy; Jacob Wessel; Christoph Herrmann; Sebastian Thiede,,2021,Energy Storage Materials,Elsevier,anode; battery; battery production; calendering; cathode; cell; cells; coating process; cyber-physical system; data; deep learning; electric vehicle; electrode; electrodes; electrolyte; energy; energy storage; intermediate; lib; lithium-ion battery; machine learning; manufacturing; process; processes; product; production; quality; quality control; separator; state of health; the lithium-ion battery (lib) is a prominent energy storage technology playing an important role in the future of,/home/doyooni303/projects/technology-innovation/data/bibs/Battery production design using multi-output machine learning models.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery production design using multi-output machine learning models.pdf,True,battery; machine learning,the lithium-ion battery (lib) is a prominent energy storage technology playing an important role in the future of; battery production; lithium-ion battery; coating process; electric vehicle; cathode; energy storage; quality control; electrolyte; deep learning; cyber-physical system; machine learning; state of health; calendering; anode; separator; electrode; production; process; cell; quality; battery; lib; product; electrodes; manufacturing; energy; processes; intermediate; cells; data,,bibtex; pdf,31,2,31,False
yamanaka2020framework,A framework for optimal safety li-ion batteries design using physics-based models and machine learning approaches,Takumi Yamanaka; Yoichi Takagishi; Tatsuya Yamaue,,2020,Journal of The Electrochemical Society,IOP Publishing,batteries; battery; cathode; conditions; design; electric vehicle; electrochemical; electrode; electrolyte; high; ion; learning; li-ion battery; machine; machine learning; methods; model; neural network; nmc; optimal; optimization; performance; safety; soc,/home/doyooni303/projects/technology-innovation/data/bibs/A framework for optimal safety li-ion batteries design using physics-based models and machine learning approaches.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A framework for optimal safety li-ion batteries design using physics-based models and machine learning approaches.pdf,True,machine learning,soc; neural network; electric vehicle; cathode; nmc; li-ion battery; electrolyte; machine learning; optimization; electrode; model; battery; design; safety; machine; learning; conditions; electrochemical; batteries; performance; high; methods; optimal; ion,,bibtex; pdf,24,1,24,False
zhang2022federated,Federated reinforcement learning for real-time electric vehicle charging and discharging control,Zixuan Zhang; Yuning Jiang; Yuanming Shi; Ye Shi; Wei Chen,,2022,,,charging; charging discharging; charging station; cid; cid cid; control; different; discharging; electric vehicle; energy storage; function; local; machine learning; model; optimization; policy; reinforcement learning; smart grid; soc; soci; state; time; transformer; users; v2g; vehicle-to-grid,/home/doyooni303/projects/technology-innovation/data/bibs/Federated reinforcement learning for real-time electric vehicle charging and discharging control.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Federated reinforcement learning for real-time electric vehicle charging and discharging control.pdf,True,charging; electric vehicle; reinforcement learning,soc; smart grid; electric vehicle; charging station; energy storage; v2g; reinforcement learning; machine learning; transformer; vehicle-to-grid; optimization; cid; charging; discharging; charging discharging; cid cid; time; state; control; policy; users; model; soci; different; local; function,,bibtex; pdf,26,3,26,False
ma2022blockchain,A blockchain-enabled demand management and control framework driven by deep reinforcement learning,Rui Ma; Zhehan Yi; Yingmeng Xiang; Di Shi; Chunlei Xu; Haiwei Wu,,2022,IEEE Transactions on Industrial Electronics,IEEE,blockchain; cid; control; cost; dcr; dcrs; demand; framework; grid; incentive; iot; management; number; optimization; power; prosumers; reinforcement learning; smart grid; soc; δet,/home/doyooni303/projects/technology-innovation/data/bibs/A blockchain-enabled demand management and control framework driven by deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A blockchain-enabled demand management and control framework driven by deep reinforcement learning.pdf,True,blockchain; reinforcement learning,soc; smart grid; iot; reinforcement learning; optimization; power; grid; prosumers; dcrs; blockchain; control; framework; dcr; δet; cid; incentive; cost; number; demand; management,,bibtex; pdf,20,2,20,False
luo2025machine,Machine Learning-Assisted High-Donor-Number Electrolyte Additive Screening toward Construction of Dendrite-Free Aqueous Zinc-Ion Batteries,Haoran Luo; Qianzhi Gou; Yujie Zheng; Kaixin Wang; Ruduan Yuan; Sida Zhang; Wei Fang; Ziga Luogu; Yuzhi Hu; Huaping Mei; others,,2025,ACS nano,ACS Publications,acsnano; additive; additives; additives regarded; anode; aqueous zinc-ion batteries; artificial intelligence; azibs; dendrite; donor number value; electrode; electrolyte; electrolyte additive; electrolyte additives; energy storage; high; machine learning; molecules; neural network; number; optimization; org; organic; regarded; separator; soc; utilization; utilization electrolyte; value; values; zn metallic anode,/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning-Assisted High-Donor-Number Electrolyte Additive Screening toward Construction of Dendrite-Free Aqueous Zinc-Ion Batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning-Assisted High-Donor-Number Electrolyte Additive Screening toward Construction of Dendrite-Free Aqueous Zinc-Ion Batteries.pdf,True,machine learning,electrolyte additive; donor number value; aqueous zinc-ion batteries; zn metallic anode; machine learning; soc; neural network; artificial intelligence; energy storage; electrolyte; optimization; anode; separator; electrode; utilization; additives; regarded; utilization electrolyte; electrolyte additives; additives regarded; values; high; value; molecules; additive; organic; dendrite; azibs; number; acsnano; org,The utilization of electrolyte additives has been regarded as,bibtex; pdf,31,1,31,True
singh2023intrusion,Intrusion detection system for smart vehicles using machine learning algorithms,Neetu Singh; Ritu Agarwal,,2023,,,artificial intelligence; attack; charging station; cnn; communication; convolutional neural network; data; detection; different; electric vehicle; features; ids; intrusion; iot; machine learning; malicious; may; model; network; neural network; rnn; security; soc; traffic; vehicle,/home/doyooni303/projects/technology-innovation/data/bibs/Intrusion detection system for smart vehicles using machine learning algorithms.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Intrusion detection system for smart vehicles using machine learning algorithms.pdf,True,machine learning,soc; neural network; artificial intelligence; iot; electric vehicle; charging station; cnn; machine learning; rnn; convolutional neural network; data; may; ids; detection; attack; network; communication; security; different; model; vehicle; intrusion; malicious; traffic; features,,bibtex; pdf,25,1,25,False
dineva2021advanced,Advanced machine learning approaches for state-of-charge prediction of Li-ion batteries under multisine excitation,Adrienn Dineva,,2021,,,battery; battery aging; battery management system; bms; cell; charge; cid; cid cid; data; dynamic; electric vehicle; energy management; energy storage; learning; lithium-ion battery; lstm; machine learning; measurement; models; neural network; signal; soc; soh; state; state of charge; state of health; test; time,/home/doyooni303/projects/technology-innovation/data/bibs/Advanced machine learning approaches for state-of-charge prediction of Li-ion batteries under multisine excitation.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Advanced machine learning approaches for state-of-charge prediction of Li-ion batteries under multisine excitation.pdf,True,machine learning,bms; soc; neural network; battery management system; energy management; lithium-ion battery; electric vehicle; lstm; energy storage; machine learning; soh; state of health; state of charge; battery aging; cid; cid cid; data; test; battery; models; state; charge; signal; learning; measurement; dynamic; cell; time,,bibtex; pdf,28,1,28,False
qian2019deep,Deep reinforcement learning for EV charging navigation by coordinating smart grid and intelligent transportation system,Tao Qian; Chengcheng Shao; Xiuli Wang; Mohammad Shahidehpour,,2019,IEEE transactions on smart grid,IEEE,battery capacity; cch; charging; charging navigation; charging station; cid; cid cid; cost; data; deep learning; dscrm; evcs; fast charging; feature; navigation; neural network; node; optimization; reinforcement learning; route; smart grid; soc; states; time,/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning for EV charging navigation by coordinating smart grid and intelligent transportation system.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning for EV charging navigation by coordinating smart grid and intelligent transportation system.pdf,True,charging; reinforcement learning,soc; battery capacity; neural network; fast charging; smart grid; charging station; reinforcement learning; deep learning; optimization; charging; evcs; cid; time; data; node; states; navigation; cost; dscrm; cid cid; route; cch; charging navigation; feature,,bibtex; pdf,24,2,24,False
di2024battery,A battery digital twin from laboratory data using wavelet analysis and neural networks,Roberta Di Fonso; Remus Teodorescu; Carlo Cecati; Pallavi Bharadwaj,,2024,IEEE Transactions on Industrial Informatics,IEEE,battery; cell; complex; data; electric vehicle; electrode; electrolyte; energy storage; frequency; identification; impedance; internal; model; models; neural network; rnn; signals; soc; soh; state of charge; state of health; time; wavelet,/home/doyooni303/projects/technology-innovation/data/bibs/A battery digital twin from laboratory data using wavelet analysis and neural networks.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A battery digital twin from laboratory data using wavelet analysis and neural networks.pdf,True,neural network; battery,soc; neural network; electric vehicle; energy storage; electrolyte; rnn; soh; state of health; state of charge; electrode; battery; time; data; frequency; wavelet; cell; internal; impedance; complex; signals; model; identification; models,,bibtex; pdf,23,2,23,False
jeyashree2024artificial,Artificial Intelligence-Enhanced PFC Control for Electric Vehicle Charger Using Boost Converter,A Jeyashree; B Nandhan; S Madheshwaran; R Girinith; SR Abhinesh,,2024,,,artificial intelligence; boost; boost converter; charged; charger; charging; charging station; converter; current; data; development; domestic; electric vehicle; factor; goals; machine learning; main; mostly; one; one main; output; output voltage; power; power factor; soc; supply; sustainable; used; voltage,/home/doyooni303/projects/technology-innovation/data/bibs/Artificial Intelligence-Enhanced PFC Control for Electric Vehicle Charger Using Boost Converter.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial Intelligence-Enhanced PFC Control for Electric Vehicle Charger Using Boost Converter.pdf,True,electric vehicle; artificial intelligence,soc; artificial intelligence; electric vehicle; charging station; machine learning; one; main; goals; sustainable; development; mostly; charged; domestic; supply; one main; power; factor; power factor; voltage; current; boost; converter; output; data; charger; boost converter; charging; output voltage; used,One of the main goals of sustainable development mostly charged from domestic AC supply where the AC,bibtex; pdf,29,2,29,True
peng2025optimization,Optimization of Regenerative Braking Control Strategy for Dual-Motor Electric Vehicles Based on Deep Reinforcement Learning,Ziran Peng; Zhenyu He,,2025,IEEE Transactions on Intelligent Transportation Systems,IEEE,algorithm; braking; braking energy; control; deep; electric vehicle; energy; energy recovery; motor; optimization; policy; proposed; recovery; reinforcement learning; soc; strategy; torque; vehicle,/home/doyooni303/projects/technology-innovation/data/bibs/Optimization of Regenerative Braking Control Strategy for Dual-Motor Electric Vehicles Based on Deep Reinforcement Learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Optimization of Regenerative Braking Control Strategy for Dual-Motor Electric Vehicles Based on Deep Reinforcement Learning.pdf,True,optimization; electric vehicle; reinforcement learning,soc; electric vehicle; reinforcement learning; optimization; braking; energy; recovery; vehicle; energy recovery; strategy; motor; algorithm; control; policy; torque; proposed; braking energy; deep,,bibtex; pdf,18,3,18,False
bacak2024investigation,Investigation of maximum temperatures in lithium-ion batteries by CFD and machine learning,Aykut Bacak,,2024,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering","SAGE Publications Sage UK: London, England",algorithm; alternative; awareness; battery; battery management system; battery thermal management; batterytemperature; becoming; bms; cfd; cid; cid cid; climate; data; depletion; electric vehicle; electricvehicle; error; fossil; fuel; fuels; ion; ion battery; li-ion battery; lithium-ion; lithium-ion battery; lstm; machine learning; machinelearning; maximum; mean; model; neural network; pollution; popular; rnn; soc; temperature; temperatures; thermal,/home/doyooni303/projects/technology-innovation/data/bibs/Investigation of maximum temperatures in lithium-ion batteries by CFD and machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Investigation of maximum temperatures in lithium-ion batteries by CFD and machine learning.pdf,True,lithium-ion; machine learning,batterytemperature; electricvehicle; cfd; battery; machinelearning; bms; soc; neural network; battery management system; lithium-ion battery; electric vehicle; lstm; li-ion battery; machine learning; rnn; battery thermal management; alternative; fuels; becoming; popular; awareness; fossil; fuel; depletion; pollution; climate; cid; model; temperature; temperatures; ion; cid cid; mean; error; thermal; algorithm; data; ion battery; maximum,"Alternative fuels are becoming more popular as awareness of fossil fuel depletion, pollution, and climate change grows.",bibtex; pdf,40,2,39,True
pal2024artificial,Artificial Intelligence-Enabled Intelligent Monitoring for Anomaly Detection in Inductor Current of PSFB Converter for Fast EV Charging Application,Subhabrata Pal; Rishiraj Sarker; Avik Bhattacharya,,2024,,,artificial intelligence; battery; charging; charging station; cid; cid cid; control; converter; current; data; deep learning; electric vehicle; fast charging; inductor; input; li-ion battery; lithium-ion battery; lstm; neural network; output; phase; power; psfb; psfb converter; rnn; supervised learning; transformer; unsupervised learning; voltage,/home/doyooni303/projects/technology-innovation/data/bibs/Artificial Intelligence-Enabled Intelligent Monitoring for Anomaly Detection in Inductor Current of PSFB Converter for Fast EV Charging Application.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial Intelligence-Enabled Intelligent Monitoring for Anomaly Detection in Inductor Current of PSFB Converter for Fast EV Charging Application.pdf,True,charging; artificial intelligence,neural network; artificial intelligence; fast charging; lithium-ion battery; electric vehicle; unsupervised learning; charging station; lstm; li-ion battery; supervised learning; deep learning; rnn; transformer; cid; cid cid; converter; current; psfb; voltage; psfb converter; phase; output; power; battery; data; control; inductor; input,,bibtex; pdf,29,2,28,False
chen2025intelligent,Intelligent Prediction of Electrode Characteristics Based on Neural Networks in the Lithium-ion Battery Production Chain,Tianxin Chen; Xin Lai; Fei Chen; Zhouyang Xu; Xuebing Han; Languang Lu; Yuejiu Zheng; Minggao Ouyang,,2025,Green Energy and Intelligent Transportation,Elsevier,author; battery; battery production; characteristics; chen; electrode; han; intelligent; lai; lithium; lithium-ion; lithium-ion battery; networks; neural; neural network; prediction; production; shanghai; supervision; zheng,/home/doyooni303/projects/technology-innovation/data/bibs/Intelligent Prediction of Electrode Characteristics Based on Neural Networks in the Lithium-ion Battery Production Chain.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Intelligent Prediction of Electrode Characteristics Based on Neural Networks in the Lithium-ion Battery Production Chain.pdf,True,lithium-ion; neural network; battery,battery production; neural network; lithium-ion battery; electrode; intelligent; chen; supervision; neural; production; lai; han; zheng; author; shanghai; prediction; characteristics; networks; lithium,,bibtex; pdf,20,3,18,False
